"AnonID","State","Started.on","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"Sbb7618b0","Finished","12 January 2020  8:24 PM","12 January 2020  9:14 PM","50 mins 20 secs",70.63,"-","5.00","5.00","5.00","-","2.50","0.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S70a642b3","Finished","12 January 2020  8:56 PM","12 January 2020  10:25 PM","1 hour 28 mins",80.25,"-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S6756b821","Finished","12 January 2020  10:08 PM","12 January 2020  11:38 PM","1 hour 30 mins",75.13,"0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S8943c482","Finished","12 January 2020  10:28 PM","12 January 2020  11:58 PM","1 hour 30 mins",85.13,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S364b472c","Finished","12 January 2020  10:46 PM","13 January 2020  12:20 AM","1 hour 33 mins",30,"-","5.00","5.00","5.00","-","5.00","-","5.00","5.00","-","-","-","-","-","-","-","-","-","-","-"
"Sb633e7bf","Finished","12 January 2020  11:09 PM","13 January 2020  12:28 AM","1 hour 18 mins",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc337eb87","Finished","13 January 2020  9:08 AM","13 January 2020  10:32 AM","1 hour 24 mins",68.25,"0.00","5.00","3.75","5.00","2.00","5.00","5.00","0.00","2.50","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"Sa2088fe5","Finished","13 January 2020  9:29 AM","13 January 2020  10:15 AM","46 mins 7 secs",81.38,"0.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scf1cad14","Finished","13 January 2020  10:13 AM","13 January 2020  11:21 AM","1 hour 8 mins",88.38,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S71b00013","Finished","13 January 2020  10:22 AM","13 January 2020  11:22 AM","59 mins 35 secs",88.25,"0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S37d39456","Finished","13 January 2020  10:39 AM","13 January 2020  12:05 PM","1 hour 26 mins",78.88,"0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S9ffb6df2","Finished","13 January 2020  10:40 AM","13 January 2020  11:48 AM","1 hour 7 mins",36.88,"0.00","5.00","5.00","5.00","0.00","5.00","0.00","0.00","0.00","1.88","5.00","0.00","0.00","0.00","0.00","5.00","5.00","0.00","0.00","0.00"
"S265a7257","Finished","13 January 2020  10:41 AM","13 January 2020  11:47 AM","1 hour 6 mins",52.5,"0.00","5.00","1.25","0.00","0.00","5.00","0.00","5.00","2.50","1.25","5.00","5.00","5.00","5.00","2.50","5.00","0.00","5.00","0.00","0.00"
"Sbf14a847","Finished","13 January 2020  10:46 AM","13 January 2020  12:16 PM","1 hour 29 mins",65.13,"0.00","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","0.00"
"Sc66f4e38","Finished","13 January 2020  10:47 AM","13 January 2020  12:06 PM","1 hour 18 mins",64,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","0.00","5.00","0.00","5.00","5.00","2.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S5e879be9","Finished","13 January 2020  11:12 AM","13 January 2020  12:41 PM","1 hour 29 mins",84,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S56acbc1b","Finished","13 January 2020  11:22 AM","13 January 2020  12:40 PM","1 hour 18 mins",59,"-","5.00","5.00","0.00","5.00","5.00","0.00","5.00","2.50","5.00","2.00","5.00","5.00","2.00","2.50","0.00","5.00","5.00","0.00","0.00"
"S7d3c3cc2","Finished","13 January 2020  11:27 AM","13 January 2020  12:26 PM","58 mins 6 secs",85,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","1.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00"
"S36f71009","Finished","13 January 2020  12:30 PM","13 January 2020  2:10 PM","1 hour 39 mins",15,"-","5.00","5.00","5.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"S1c13517f","Finished","13 January 2020  2:06 PM","13 January 2020  3:40 PM","1 hour 33 mins",3.75,"0.00","0.00","3.75","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Se1d543c5","Finished","13 January 2020  2:46 PM","13 January 2020  3:42 PM","56 mins 26 secs",93.25,"2.50","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sf2daffa6","Finished","13 January 2020  2:55 PM","13 January 2020  4:22 PM","1 hour 26 mins",75.13,"0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S0f16252b","Finished","13 January 2020  2:58 PM","13 January 2020  4:17 PM","1 hour 19 mins",49.25,"-","5.00","3.75","5.00","2.00","5.00","5.00","0.00","2.50","-","2.00","4.00","0.00","0.00","5.00","0.00","5.00","5.00","-","-"
"S836b75b2","Finished","13 January 2020  3:03 PM","13 January 2020  3:52 PM","48 mins 40 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S37ce7d1e","Finished","13 January 2020  3:04 PM","13 January 2020  3:59 PM","54 mins 52 secs",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sebeef6d4","Finished","13 January 2020  3:06 PM","13 January 2020  3:57 PM","50 mins 10 secs",77.25,"0.00","5.00","1.25","0.00","2.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S1221125f","Finished","13 January 2020  3:07 PM","13 January 2020  4:03 PM","55 mins 50 secs",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S9ccb5273","Finished","13 January 2020  3:09 PM","13 January 2020  4:01 PM","51 mins 20 secs",50.75,"0.00","0.00","5.00","5.00","-","5.00","0.00","0.00","5.00","1.25","5.00","-","0.00","2.00","2.50","5.00","5.00","5.00","5.00","0.00"
"Se040e2a8","Finished","13 January 2020  3:26 PM","13 January 2020  4:45 PM","1 hour 18 mins",61.75,"0.00","5.00","3.75","0.00","2.00","-","0.00","5.00","5.00","5.00","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S8f22e2b7","Finished","13 January 2020  3:28 PM","13 January 2020  4:50 PM","1 hour 22 mins",81.25,"-","5.00","3.75","5.00","5.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00"
"Sd3d4289f","Finished","13 January 2020  3:38 PM","13 January 2020  4:41 PM","1 hour 3 mins",57,"0.00","0.00","5.00","5.00","0.00","5.00","0.00","0.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S77e069fb","Finished","13 January 2020  3:38 PM","13 January 2020  4:20 PM","41 mins 19 secs",77.5,"0.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"Sdade107a","Finished","13 January 2020  3:49 PM","13 January 2020  5:19 PM","1 hour 30 mins",38.75,"0.00","-","5.00","-","-","5.00","-","0.00","2.50","1.25","5.00","0.00","5.00","0.00","5.00","5.00","5.00","0.00","0.00","0.00"
"Sf8f2106c","Finished","13 January 2020  3:54 PM","13 January 2020  4:56 PM","1 hour 2 mins",88.25,"5.00","5.00","1.25","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S420f8408","Finished","13 January 2020  4:05 PM","13 January 2020  5:06 PM","1 hour 1 min",68.5,"0.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","5.00","2.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"Sc615e1cd","Finished","13 January 2020  4:09 PM","13 January 2020  5:09 PM","1 hour",53,"-","0.00","5.00","5.00","0.00","5.00","0.00","0.00","5.00","-","1.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S0fe05991","Finished","13 January 2020  4:34 PM","13 January 2020  5:09 PM","34 mins 49 secs",86,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb0c90ebd","Finished","13 January 2020  4:38 PM","13 January 2020  5:35 PM","57 mins 17 secs",72.75,"0.00","5.00","3.75","5.00","2.00","5.00","0.00","5.00","2.50","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
